userId,movieId,rating,timestamp
1,0,5.0,847117005
1,1,3.0,847642142
1,9,3.0,847641896
1,31,4.0,847642008
1,32,4.0,847641956
1,45,3.0,847641956
1,47,4.0,847642073
1,56,4.0,847642105
1,127,4.0,847116751
1,130,3.0,847116787
1,137,3.0,847642008
1,138,4.0,847641896
1,142,4.0,847116787
1,162,3.0,847641919
1,185,3.0,847641919
1,223,3.0,847641919
1,235,5.0,847642048
1,236,3.0,847642118
1,256,5.0,847641938
1,260,4.0,847116936
1,264,5.0,847116752
1,268,5.0,847641973
1,283,3.0,847116893
1,285,5.0,847116937
1,295,4.0,847116936
1,310,3.0,847116787
1,315,4.0,847116893
1,316,4.0,847642142
1,322,5.0,847116893
1,323,4.0,847641988
1,330,4.0,847641938
1,333,4.0,847641956
1,342,3.0,847641938
1,345,4.0,847116753
1,385,3.0,847116936
1,404,4.0,847641938
1,407,4.0,847116787
1,429,5.0,847116936
1,449,3.0,847641956
1,457,5.0,847642073
1,458,4.0,847642048
1,464,5.0,847642091
1,485,3.0,847641988
1,522,4.0,847116787
1,523,3.0,847641938
1,525,3.0,847116750
1,530,4.0,847641973
1,564,5.0,848565823
2,0,3.0,833971988
2,1,3.0,833972306
2,10,3.0,833972269
2,16,5.0,833972306
2,18,4.0,833972107
2,20,3.0,833972077
2,32,5.0,833972077
2,37,3.0,833972138
2,45,2.0,833972077
2,85,3.0,833972269
2,127,4.0,833971704
2,130,3.0,833971811
2,137,3.0,833972138
2,138,4.0,833971947
2,142,2.0,833971811
2,150,2.0,833972172
2,162,3.0,833971988
2,163,3.0,833972269
2,173,2.0,833972241
2,185,3.0,833971988
2,199,3.0,833972077
2,203,3.0,833971888
2,208,4.0,833972172
2,222,3.0,833972241
2,223,4.0,833971988
2,236,4.0,833972107
2,252,4.0,833972172
2,256,1.0,833971988
2,261,3.0,833972306
2,268,4.0,833972037
2,284,5.0,833972077
2,285,5.0,833971888
2,295,3.0,833971888
2,303,4.0,833972172
2,305,4.0,833971947
2,310,4.0,833971811
2,315,4.0,833971811
2,330,5.0,833972241
2,333,5.0,833972306
2,362,3.0,833972037
2,372,5.0,833972107
2,383,4.0,833972138
2,385,4.0,833971947
2,404,5.0,833972242
2,407,5.0,833972037
2,498,5.0,833972241
2,522,4.0,833971811
2,524,4.0,833971704
2,526,5.0,833972037
2,528,5.0,833971888
3,140,4.5,1111981513
3,149,2.0,1111981545
3,230,5.0,1111982680
3,336,4.0,1111981466
3,383,3.0,1111981411
3,416,3.0,1111981458
3,451,3.5,1111982333
3,682,3.5,1111981434
3,756,5.0,1111982712
3,1056,4.0,1111982012
3,1067,5.0,1111982553
3,1085,4.5,1111981501
3,1173,5.0,1111981527
3,1252,3.0,1111981559
3,1642,4.0,1111981396
3,1681,3.0,1111981535
3,1758,4.5,1111982582
3,1990,4.0,1111981473
3,2004,4.0,1111982104
3,2175,2.5,1111981498
3,2294,4.0,1111981385
3,2838,4.0,1111982652
3,3136,3.5,1111981448
3,3249,2.5,1111982280
3,3663,3.0,1111982242
3,4912,4.0,1111982608
3,5304,4.0,1111981957
3,5747,2.0,1111982146
3,5846,3.5,1111982345
4,31,4.5,1294768736
4,140,3.0,1294768511
4,149,3.0,1294768534
4,282,3.0,1294768583
4,285,5.0,1294768757
4,336,3.0,1294768485
4,386,2.0,1294768505
4,500,4.0,1294768481
4,666,4.0,1294768552
4,1039,5.0,1294768556
4,1049,5.0,1294768470
4,1075,3.5,1294768465
4,1098,5.0,1294768547
4,1261,3.5,1294768495
4,1352,4.0,1294768492
4,1938,4.0,1294768474
4,2132,3.5,1294768690
4,2219,4.0,1294768477
4,2366,4.5,1294768565
4,2535,4.0,1294768559
4,2545,4.0,1294768669
4,5566,3.0,1294768660
4,5743,3.0,1294768520
4,7720,3.5,1294768656
5,0,4.0,1040175819
5,4,3.0,1041555250
5,5,4.0,1040175782
5,10,4.0,1040177817
5,13,4.0,1041553811
5,15,5.0,1040175620
5,20,5.0,1041553954
5,31,5.0,1040175739
5,37,4.0,1040449199
5,43,4.0,1040449041
5,45,5.0,1040449396
5,47,5.0,1040447967
5,48,5.0,1040176548
5,81,3.0,1041555524
5,94,5.0,1041555655
5,97,4.0,1040175397
5,98,5.0,1040174631
5,121,5.0,1041555454
5,127,4.0,1040175308
5,128,4.0,1040178448
5,138,4.0,1040449772
5,139,5.0,1040175416
5,148,5.0,1040449598
5,152,4.0,1041553954
5,157,4.0,1040174304
5,171,5.0,1040177461
5,197,5.0,1040174284
5,199,3.0,1040178022
5,203,2.0,1040178060
5,207,4.0,1040448601
5,223,5.0,1041555276
5,230,3.0,1040175191
5,235,4.0,1040175948
5,242,4.0,1040175397
5,252,4.0,1041555484
5,264,5.0,1040174763
5,267,3.0,1040176295
5,268,5.0,1040448691
5,285,5.0,1040175135
5,288,5.0,1040174587
5,289,4.0,1040176279
5,303,4.0,1040448640
5,311,5.0,1040176682
5,315,4.0,1041554101
5,319,4.0,1041555327
5,322,2.0,1041554822
5,329,5.0,1040176497
5,330,3.0,1041554726
5,333,4.0,1040178107
5,339,5.0,1040176803
5,342,4.0,1040177461
5,345,3.0,1041555061
5,380,4.0,1040175805
5,382,4.0,1040178123
5,391,4.0,1040177406
5,396,4.0,1040176466
5,407,3.0,1040449260
5,421,5.0,1040177238
5,427,5.0,1041554054
5,429,4.0,1041554701
5,435,2.0,1040447891
5,437,5.0,1040178503
5,440,4.0,1041555362
5,457,5.0,1040177358
5,458,5.0,1040176937
5,464,4.0,1040449139
5,474,5.0,1040448300
5,478,4.0,1041555961
5,484,5.0,1040177724
5,485,3.0,1041555939
5,487,5.0,1040174617
5,496,4.0,1040177057
5,498,3.0,1041554330
5,517,5.0,1040448492
5,519,3.0,1041554840
5,522,4.0,1041555176
5,523,4.0,1040177057
5,524,4.0,1041553695
5,525,4.0,1040176426
5,526,5.0,1040174806
5,527,5.0,1040177126
5,528,3.0,1041554553
5,529,3.0,1040177282
5,530,3.0,1041555585
5,532,3.0,1040448580
5,538,5.0,1040174475
5,540,4.0,1041555759
5,551,4.0,1040178367
5,564,4.0,1041554726
5,572,4.0,1040176820
5,579,4.0,1040178431
5,599,4.0,1041555550
5,612,5.0,1040178267
5,620,3.0,1041554822
5,632,5.0,1040447950
5,640,5.0,1040177854
5,645,5.0,1040175291
5,682,4.0,1041554971
5,701,5.0,1040449480
5,708,5.0,1040174349
5,734,3.0,1041556044
5,735,4.0,1040448092
5,736,3.0,1040174602
5,737,3.0,1040448832
5,739,4.0,1040448816
5,740,5.0,1040174617
5,741,5.0,1040174396
5,742,3.0,1040448005
5,745,5.0,1040174206
5,746,3.0,1041552877
5,747,5.0,1040448109
5,748,4.0,1040176380
5,749,4.0,1040447967
5,750,4.0,1040174497
5,751,3.0,1040449015
5,752,4.0,1040175709
5,753,3.0,1040448517
5,755,2.0,1041552970
5,756,5.0,1040174617
5,757,5.0,1040176135
5,758,4.0,1040175077
5,759,5.0,1040448005
5,760,5.0,1040174349
5,761,5.0,1040174722
5,762,3.0,1040174564
5,763,4.0,1040176737
5,764,5.0,1040175191
5,766,4.0,1040448151
5,767,4.0,1041553014
5,769,4.0,1040448912
5,770,4.0,1040177535
5,774,4.0,1041553794
5,776,3.0,1040174564
5,777,3.0,1041553552
5,778,4.0,1041552710
5,779,4.0,1041553173
5,780,3.0,1040176820
5,781,4.0,1041553265
5,782,3.0,1041553842
5,783,4.0,1041552890
5,784,5.0,1040177645
5,785,5.0,1040174676
